id,name_en,name_vi,slug,category,description,usage_count,status
TAG382,tape measure,thước đo,tape-measure,equipment,Measuring tape,0,active
TAG383,spider,nhện,spider,equipment,Spider bridge head,0,active
TAG384,crow foot,chân quạ,crow-foot,equipment,Crow's foot bridge,0,active
TAG385,hook,móc,hook,equipment,Hook bridge,0,active
TAG386,short bridge,cầu ngắn,short-bridge,equipment,Short bridge stick,0,active
TAG387,long bridge,cầu dài,long-bridge,equipment,Long bridge stick,0,active
TAG388,specialty cue,gậy đặc biệt,specialty-cue,equipment,Specialty cue,0,active
TAG389,custom cue,gậy tùy chỉnh,custom-cue,equipment,Custom made cue,0,active
TAG390,factory cue,gậy nhà máy,factory-cue,equipment,Factory made cue,0,active
TAG391,maple,gỗ thích,maple,equipment,Maple wood cue,0,active
TAG392,ash,gỗ tro,ash,equipment,Ash wood cue,0,active
TAG393,oak,gỗ sồi,oak,equipment,Oak wood cue,0,active
TAG394,ebony,gỗ mun,ebony,equipment,Ebony wood cue,0,active
TAG395,carbon fiber,sợi carbon,carbon-fiber,equipment,Carbon fiber cue,0,active
TAG396,composite,composite,composite,equipment,Composite material cue,0,active
TAG397,phenolic tip,mũi phenolic,phenolic-tip,equipment,Phenolic cue tip,0,active
TAG398,leather tip,mũi da,leather-tip,equipment,Leather cue tip,0,active
TAG399,suede,nhung,suede,equipment,Suede tip,0,active
TAG400,soft tip,mũi mềm,soft-tip,equipment,Soft tip hardness,0,active
TAG401,medium tip,mũi trung bình,medium-tip,equipment,Medium tip hardness,0,active
TAG402,hard tip,mũi cứng,hard-tip,equipment,Hard tip hardness,0,active
TAG403,blue chalk,phấn xanh,blue-chalk,equipment,Blue chalk color,0,active
TAG404,green chalk,phấn xanh lục,green-chalk,equipment,Green chalk color,0,active
TAG405,triangle rack,khuôn tam giác,triangle-rack,equipment,Triangle ball rack,0,active
TAG406,diamond rack,khuôn kim cương,diamond-rack,equipment,Diamond ball rack,0,active
TAG407,magic rack,magic rack,magic-rack,equipment,Magnetic ball rack,0,active
TAG408,solid,đặc,solid,equipment,Solid color ball,0,active
TAG409,stripe,sọc,stripe,equipment,Striped ball,0,active
TAG410,number 8,số 8,number-8,equipment,8 ball,0,active
TAG411,cue ball,bóng trắng,cue-ball,equipment,White cue ball,0,active
TAG412,yellow ball,bóng vàng,yellow-ball,equipment,Yellow object ball,0,active
TAG413,scratch ball,bóng gãi,scratch-ball,equipment,Scratch penalty ball,0,active
TAG414,appetite,ngon miệng,appetite,mental,Playing appetite,0,active
TAG415,fatigue,mệt mỏi,fatigue,mental,Playing fatigue,0,active
TAG416,hydration,uống nước,hydration,mental,Hydration management,0,active
TAG417,nutrition,dinh dưỡng,nutrition,mental,Pre-match nutrition,0,active
TAG418,sleep,giấc ngủ,sleep,mental,Sleep quality,0,active
TAG419,preparation,chuẩn bị,preparation,mental,Match preparation,0,active
TAG420,warm up routine,thói quen khởi động,warm-up-routine,mental,Warm-up routine,0,active
TAG421,arrival routine,thói quen đến,arrival-routine,mental,Venue arrival routine,0,active
TAG422,between shot routine,thói quen giữa cú,between-shot-routine,mental,Between shot routine,0,active
TAG423,shot confidence,tự tin cú đánh,shot-confidence,mental,Individual shot confidence,0,active
TAG424,match confidence,tự tin trận đấu,match-confidence,mental,Match confidence level,0,active
TAG425,focus cue,tín hiệu tập trung,focus-cue,mental,Focus cue word,0,active
TAG426,reset,reset,reset,mental,Mental reset technique,0,active
TAG427,reset routine,thói quen reset,reset-routine,mental,Reset after mistake,0,active
TAG428,mistake recovery,phục hồi lỗi,mistake-recovery,mental,Recovering from mistakes,0,active
TAG429,stay present,ở hiện tại,stay-present,mental,Present moment focus,0,active
TAG430,letting go,buông bỏ,letting-go,mental,Letting go of mistakes,0,active
TAG431,control what you can,kiểm soát những gì có thể,control-what-you-can,mental,Focus on controllables,0,active
TAG432,process focus,tập trung quá trình,process-focus,mental,Process over outcome,0,active
TAG433,outcome focus,tập trung kết quả,outcome-focus,mental,Outcome awareness,0,active
TAG434,playing in the zone,chơi trong vùng,playing-in-the-zone,mental,Zone state performance,0,active
TAG435,flow state,trạng thái flow,flow-state,mental,Flow state achievement,0,active
TAG436,autopilot,tự động,autopilot,mental,Autopilot shooting mode,0,active
TAG437,muscle memory,trí nhớ cơ,muscle-memory,mental,Muscle memory development,0,active
TAG438,repetition,lặp lại,repetition,training,Repetitive practice,0,active
TAG439,deliberate practice,luyện tập có ý thức,deliberate-practice,training,Deliberate practice method,0,active
TAG440,game-like practice,tập như thi đấu,game-like-practice,training,Game-like drill conditions,0,active
TAG441,pressure practice,tập áp lực,pressure-practice,training,Pressure training drills,0,active
TAG442,tournament simulation,mô phỏng thi đấu,tournament-simulation,training,Tournament practice,0,active
TAG443,match play practice,tập thi đấu,match-play-practice,training,Match play practice,0,active
TAG444,compete against self,thi đấu với chính mình,compete-against-self,training,Self-competition,0,active
TAG445,beat your best,phá kỷ lục,beat-your-best,training,Personal best challenge,0,active
TAG446,record keeping,ghi chép,record-keeping,training,Practice records,0,active
TAG447,statistics,thống kê,statistics,training,Shot statistics,0,active
TAG448,accuracy percentage,tỷ lệ chính xác,accuracy-percentage,training,Accuracy percentage tracking,0,active
TAG449,conversion rate,tỷ lệ ghi bàn,conversion-rate,training,Ball conversion rate,0,active
TAG450,safety success rate,tỷ lệ an toàn,safety-success-rate,training,Safety play success,0,active
TAG451,timeout,nghỉ giải lao,timeout,tournament,Match timeout,0,active
TAG452,coaching time,thời gian hướng dẫn,coaching-time,tournament,Coaching timeout,0,active
TAG453,45 second rule,quy tắc 45 giây,45-second-rule,tournament,45 second shot clock,0,active
TAG454,shot clock rule,quy tắc đồng hồ,shot-clock-rule,tournament,Shot clock tournament rule,0,active
TAG455,dress code,quy định trang phục,dress-code,tournament,Tournament dress code,0,active
TAG456,spectator rules,quy tắc khán giả,spectator-rules,tournament,Spectator conduct rules,0,active
TAG457,protest,khiếu nại,protest,tournament,Match protest procedure,0,active
TAG458,referee call,quyết định trọng tài,referee-call,tournament,Referee ruling,0,active
TAG459,appeals,kháng cáo,appeals,tournament,Tournament appeals,0,active
TAG460,disqualification,loại,disqualification,tournament,Match disqualification,0,active
TAG461,forfeit,bỏ cuộc,forfeit,tournament,Match forfeit,0,active
TAG462,walkover,thắng vòng,walkover,tournament,Walkover win,0,active
TAG463,bye,nghỉ vòng,bye,tournament,Tournament bye,0,active
TAG464,seeding,xếp hạng,seeding,tournament,Player seeding,0,active
TAG465,draw ceremony,bốc thăm,draw-ceremony,tournament,Tournament draw,0,active
TAG466,opening break,phá mở đầu,opening-break,rules,Opening break rules,0,active
TAG467,consecutive fouls,lỗi liên tiếp,consecutive-fouls,rules,Consecutive foul rule,0,active
TAG468,three fouls in a row,ba lỗi liên tiếp,three-fouls-in-a-row,rules,Three fouls penalty,0,active
TAG469,foul penalty,phạt lỗi,foul-penalty,rules,Foul penalty rule,0,active
TAG470,ball in hand penalty,phạt bóng tay,ball-in-hand-penalty,rules,Ball in hand penalty,0,active
TAG471,point deduction,trừ điểm,point-deduction,rules,Point deduction penalty,0,active
TAG472,loss of turn,mất lượt,loss-of-turn,rules,Loss of turn penalty,0,active
TAG473,cue ball foul,lỗi bóng trắng,cue-ball-foul,rules,Cue ball foul situations,0,active
TAG474,object ball foul,lỗi bóng đối,object-ball-foul,rules,Object ball foul situations,0,active
TAG475,cushion foul,lỗi đệm,cushion-foul,rules,Cushion foul situations,0,active
TAG476,pocket foul,lỗi túi,pocket-foul,rules,Pocket foul situations,0,active
TAG477,illegal stroke,đánh bất hợp lệ,illegal-stroke,rules,Illegal stroke foul,0,active
TAG478,stun shell,stun shell,stun-shell,physics,Stun shell physics,0,active
TAG479,natural roll,lăn tự nhiên,natural-roll,physics,Natural rolling ball,0,active
TAG480,grip pressure,lực cầm,grip-pressure,physics,Grip pressure effect,0,active
TAG481,tip hit point,điểm đánh,tip-hit-point,physics,Tip contact point,0,active
TAG482,sweet spot,điểm ngọt,sweet-spot,physics,Cue sweet spot,0,active
TAG483,dead spot,điểm chết,dead-spot,physics,Dead spot on cue,0,active
TAG484,vibration,rung động,vibration,physics,Cue vibration,0,active
TAG485,deflection chart,biểu đồ lệch,deflection-chart,physics,Cue deflection chart,0,active
TAG486,spin induced throw,xoáy ném,spin-induced-throw,physics,Spin induced throw,0,active
TAG487,speed induced throw,tốc độ ném,speed-induced-throw,physics,Speed induced throw,0,active
TAG488,cut induced throw,cắt ném,cut-induced-throw,physics,Cut angle induced throw,0,active
TAG489,english induced throw,xoáy ném,english-induced-throw,physics,English induced throw,0,active
TAG490,frozen ball,bóng dính,frozen-ball,physics,Frozen ball situation,0,active
TAG491,nearly frozen,gần dính,nearly-frozen,physics,Nearly frozen ball,0,active
TAG492,grazing contact,chạm nhẹ,grazing-contact,physics,Grazing ball contact,0,active
TAG493,grazing shot,cú chạm nhẹ,grazing-shot,physics,Grazing shot technique,0,active
